         10340073 function calls (10076572 primitive calls) in 130.711 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1377(getLogger)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:1243(_ensure_session)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/cursor.py:325(_clone_base)
       57    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/pool_options.py:520(load_balanced)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:616(set)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/__init__.py:169(fullmatch)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:455(_format)
       40    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:601(is_set)
       91    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/server_description.py:194(me)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:534(_end_implicit_session)
       37    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/_csot.py:124(apply_write_concern)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/util.py:196(datetime_to_utc_timestamp)
       39    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/periodic_executor.py:147(skip_sleep)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/message.py:216(_gen_find_command)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/topology_description.py:268(_apply_local_threshold)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:1209(_start_session)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/jobstores/memory.py:37(add_job)
       76    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/hello.py:170(is_readable)
       77    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/pool_options.py:515(server_api)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/folium/folium.py:75(__init__)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:1256(_send_cluster_time)
       39    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/topology_description.py:216(replica_set_name)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
       78    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/server_description.py:143(replica_set_name)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:2071(_return_server_session)
       30    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:2434(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:1153(_clear_stale)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/schedulers/base.py:283(add_executor)
       65    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/server_description.py:134(all_hosts)
        8    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
       65    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/server_description.py:173(set_version)
       16    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:968(acquire)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:668(usesTime)
       44    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/folium/utilities.py:338(<genexpr>)
       39    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/topology_description.py:226(max_election_id)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/pool.py:323(apply_timeout)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:882(__init__)
       39    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/hello.py:210(awaitable)
       65    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/server_description.py:177(election_id)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/xyzservices/lib.py:378(copy)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/triggers/interval.py:75(get_next_fire_time)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/topology.py:247(get_server_selection_timeout)
       21    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:406(active)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:588(__init__)
       39    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/topology_description.py:578(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/concurrent/futures/thread.py:126(__init__)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/job.py:154(_modify)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/server.py:350(checkout)
       37    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:338(_validate_session_write_concern)
       16    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:975(release)
        4    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/jobstores/base.py:39(start)
        3    0.000    0.000    0.000    0.000 {method 'timestamp' of 'datetime.datetime' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _asyncio.current_task}
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/schedulers/blocking.py:32(wakeup)
       41    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/read_preferences.py:149(mode)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       42    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/topology.py:628(max_cluster_time)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:170(<lambda>)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/topology.py:758(return_server_session)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:447(usesTime)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:2618(_is_session_state_retryable)
       39    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/server_description.py:181(cluster_time)
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:2491(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       39    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/server_description.py:139(tags)
       37    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/pool_options.py:397(_credentials)
       65    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/read_preferences.py:281(__call__)
       39    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/topology_description.py:221(max_set_version)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:129(getLevelName)
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:884(_advance_cluster_time)
       39    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/server_description.py:148(primary)
        6    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/_csot.py:51(remaining)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/message.py:1750(__init__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/concurrent/futures/thread.py:46(_WorkItem)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/jobstores/memory.py:21(get_due_jobs)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/xyzservices/lib.py:358(__init__)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1497(__init__)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:2503(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:277(__init__)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/__init__.py:280(_compile)
        2    0.000    0.000    0.000    0.000 {method 'utctimetuple' of 'datetime.datetime' objects}
       49    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:923(_should_pin_cursor)
        8    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/common.py:538(validate_is_mapping)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/calendar.py:683(timegm)
        7    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/jinja2/runtime.py:663(__init__)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:1483(current_thread)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       20    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/schedulers/base.py:337(add_jobstore)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/server_selectors.py:76(primary_selection)
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:1087(timed_out)
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:905(_advance_operation_time)
       58    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/copy.py:172(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/server_selectors.py:63(with_server_descriptions)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/cursor.py:329(_query_spec)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:431(reset)
        9    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/cachetools/__init__.py:71(__setitem__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/cursor.py:891(_get_read_preference)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1517(debug)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:1147(return_server_session)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/executors/pool.py:10(__init__)
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/schedulers/base.py:1025(_dispatch_event)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:497(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
       20    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/collection.py:330(database)
       16    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:831(filter)
        8    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/topology_description.py:256(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/concurrent/futures/thread.py:121(ThreadPoolExecutor)
       14    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       20    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/message.py:1618(use_command)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/_weakrefset.py:85(add)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        8    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/topology.py:584(get_server_by_address)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:1180(name)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:383(getMessage)
       20    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       11    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/folium/map.py:211(reset)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1428(_fixupParents)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/xyzservices/lib.py:469(requires_token)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/folium/utilities.py:436(parse_font_size)
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/events.py:73(__init__)
       10    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:1041(_update_read_concern)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:2628(_check_last_error)
        8    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/message.py:1785(use_command)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/bson/timestamp.py:114(__repr__)
        1    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/schedulers/base.py:967(_create_default_jobstore)
        6    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/server_description.py:210(round_trip_time)
        6    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/cursor.py:1005(_prepare_to_die)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:457(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
       16    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/database.py:139(client)
        2    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        5    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/jinja2/runtime.py:247(get_exported)
        6    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/write_concern.py:27(validate_boolean)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/cursor.py:441(limit)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:234(_acquireLock)
        8    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:1043(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/cachetools/__init__.py:469(expire)
        8    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/server.py:368(_split_message)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/executors/base.py:32(__init__)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/cachetools/__init__.py:316(__enter__)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/events.py:91(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       14    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        7    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:1548(_register_atexit)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/multiprocessing/process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/schedulers/base.py:1042(_check_uwsgi)
        1    0.000    0.000    0.000    0.000 <template>:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/response.py:30(__init__)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:243(_releaseLock)
        6    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/server_selectors.py:51(__init__)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:2453(contribute_socket)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/message.py:267(_gen_get_more_command)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:1569(_get_topology)
        8    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:239(snapshot)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:627(clear)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/server_selectors.py:89(__bool__)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/message.py:1574(__init__)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:308(_release_save)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/multiprocessing/process.py:189(name)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:425(unpin)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/jobstores/memory.py:12(__init__)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/typing.py:2173(cast)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/topology_description.py:161(check_compatible)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/bson/binary.py:483(subtype)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/message.py:1615(namespace)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/pool.py:316(set_conn_timeout)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/weakref.py:367(__init__)
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:2460(handle)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/schedulers/base.py:1134(_create_lock)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:957(_pinned_address)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/_distutils_hack/__init__.py:101(find_spec)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/_weakrefset.py:39(_remove)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:1106(_delete)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/message.py:1782(namespace)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/cachetools/__init__.py:505(__getlink)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
        1    0.000    0.000    0.000    0.000 {method 'date' of 'datetime.datetime' objects}
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:396(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/xyzservices/lib.py:510(html_attribution)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/cachetools/__init__.py:353(timer)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:1900(_cleanup_cursor_no_lock)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:201(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        5    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:557(options)
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/client_options.py:323(load_balanced)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:208(_checkLevel)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1776(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:540(_check_ended)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:2614(_is_retrying)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/util.py:139(convert_to_datetime)
        7    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:1040(_set_native_id)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/settings.py:116(server_selection_timeout)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/read_preferences.py:208(min_wire_version)
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:1059(__init__)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/settings.py:120(server_selector)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:1354(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/monitoring.py:1467(enabled_for_commands)
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/collection.py:325(name)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
